class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,41096,722.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,56166.0,2221638.0,1668234.0,94166.0,916.0,1559126.0,1680.0,0.0,0.0,0.0,0.0,3358614.0,2714674.0,1025346.0,555814.0,0.0,0.0,0.0,0.0,702.0,102.0,0.0,0.0,0.0,0.0,0.0,2586.0,183102.0,877154.0,2978772.0,0.0,5156.0,4564.0,9894.0,63074.0,2511732.0,1447040.0,152.0,2.0,0.0,0.0,1848056.0,1078602.0,328534.0,220848.0,162618.0,124404.0,133228.0,145302.0,22.0,0.0,4384882.0,180.0,166.0,500.0,20.0,1559126.0,61564.0,439198.0,579508.0,384500.0,261640.0,221620.0,148040.0,41096.67,4384882.0,4384882.0,4383568.0,18076,57012.0,69402.0,745740.0,4041614.0,1209600.0,182894.0,4.0,152.0,0.0,2940418.56,0.0,1097007.36,0.0,0.0,0.0,0.0,0.0,8158.0,616044.0,2489594.0,873062.0,47100.0,7516.0,140.0,8.0,22.0,4384882.0,8432.0,900.0,67962.0,725662.0,289112.0,1705122.0,1213028.0,31240.0,156.0,0.0,1268.0,226.0,2586804.0,58160.0,0.0,39876.0,0.0,14.0,2986368.0,3524.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32078.0,25548.0,8212.0,0.0,0.0,165388.0,28068.0,12292540.0,1640938.0,0.0,0.0,0.0,0.0,1096670.0,1926.86,2044.0,1145086.0,1190128.0,407070.0,201594.0,361200.0,239650.0,158518.0,128940.0,204996.0,4432.0,0.0,0.0
neg,59378,862.0,742.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,397850.0,2829354.0,1405624.0,198374.0,414.0,2028784.0,0.0,0.0,0.0,0.0,0.0,4012736.0,3200808.0,1097812.0,705318.0,0.0,0.0,0.0,0.0,256.0,638.0,0.0,0.0,0.0,0.0,0.0,119120.0,1549366.0,1612630.0,1550664.0,0.0,5736.0,4050.0,8222.0,953174.0,3716660.0,143934.0,4.0,0.0,0.0,0.0,2200260.0,1032508.0,485362.0,353806.0,318520.0,383410.0,57914.0,0.0,0.0,0.0,5111602.0,0.0,112.0,70.0,52.0,2028784.0,69884.0,470598.0,613086.0,264780.0,295680.0,218440.0,48540.0,59377.95,5111602.0,5111602.0,5091496.0,23790,10648.0,18992.0,260140.0,4831780.0,1209600.0,152734.0,2.0,130.0,0.0,3639720.0,0.0,1188114.24,0.0,0.0,0.0,0.0,0.0,9658.0,1045816.0,1989084.0,1540710.0,224614.0,20164.0,1734.0,6.0,12.0,5111602.0,8572.0,1140.0,58404.0,851874.0,286132.0,2331056.0,1279368.0,15154.0,80.0,0.0,968.0,866.0,3502318.0,35988.0,0.0,21394.0,0.0,10.0,3700602.0,3058.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41070.0,51622.0,10630.0,0.0,0.0,157864.0,25664.0,555980.0,74938.0,0.0,0.0,0.0,0.0,0.0,1612.04,2330.0,1242598.0,1017860.0,524478.0,244698.0,528204.0,392548.0,307160.0,210520.0,357520.0,6194.0,0.0,0.0
pos,847490,,,,,0.0,0.0,0.0,0.0,424814.0,13841264.0,40877386.0,8449052.0,136682.0,686.0,24759794.0,151142.0,0.0,,1502.0,2898.0,45445644.0,32116380.0,24132442.0,11595022.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1692.0,12288174.0,28903144.0,21001750.0,1535124.0,0.0,48332.0,17892.0,33864.0,77490.0,19472780.0,44069122.0,10386.0,18.0,0.0,0.0,25596810.0,10368958.0,4482154.0,3511120.0,3232402.0,4175324.0,7044010.0,5143534.0,175442.0,130.0,69591340.0,,,,,24759794.0,1064874.0,12008848.0,12000148.0,583600.0,607880.0,569600.0,229440.0,847489.89,69591340.0,69591340.0,68288400.0,438399,,,477460.0,63729884.0,1209600.0,,,,,55265746.56,0.0,8415378.24,0.0,0.0,0.0,0.0,51892.0,3748386.0,30550212.0,26114582.0,2820116.0,368500.0,74090.0,2106.0,,,69591340.0,57218.0,14956.0,1487712.0,6105176.0,15595844.0,38841718.0,1617772.0,9486.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,745848.0,,,,,,,,,,,,,,27377.08,31632.0,8956344.0,15424286.0,9465082.0,5162744.0,13494112.0,8061710.0,2212630.0,809238.0,143098.0,640.0,,
neg,26,26.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,4842.0,3582.0,0.0,0.0,0.0,3418.0,0.0,58.0,0.0,0.0,0.0,14630.0,12074.0,4978.0,1288.0,0.0,0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,8476.0,0.0,0.0,0.0,54.0,8.0,16.0,20.0,540.0,7826.0,12.0,0.0,0.0,0.0,6980.0,1238.0,174.0,54.0,20.0,6.0,4.0,0.0,0.0,0.0,19620.0,0.0,4.0,0.0,0.0,3418.0,210.0,2284.0,2624.0,,,,4900.0,26.25,19620.0,19620.0,21564.0,15,0.0,1862.0,19500.0,8476.0,1209600.0,650.0,2.0,2.0,0.0,4346.88,0.0,4090.56,0.0,0.0,0.0,0.0,0.0,4954.0,3276.0,246.0,0.0,0.0,0.0,0.0,0.0,4.0,19620.0,74.0,12.0,12.0,72.0,822.0,1524.0,4854.0,1094.0,12.0,0.0,48.0,134.0,5068.0,26.0,0.0,0.0,0.0,40.0,5068.0,52.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,368.0,78.0,100.0,14.0,0.0,0.0,0.0,0.0,0.0,34.48,38.0,4462.0,3514.0,402.0,78.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neg,10,14.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,910.0,3612.0,0.0,0.0,0.0,1528.0,0.0,98.0,0.0,0.0,0.0,11626.0,10102.0,8830.0,142.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4532.0,0.0,1184.0,38.0,44.0,96.0,96.0,912.0,2162.0,0.0,0.0,0.0,3330.0,164.0,70.0,260.0,526.0,104.0,74.0,4.0,0.0,0.0,20486.0,0.0,4.0,0.0,2.0,1528.0,118.0,7668.0,1094.0,,,,8740.0,9.04,20486.0,20486.0,23284.0,23,0.0,1970.0,20340.0,4562.0,1209600.0,158.0,0.0,2.0,0.0,1642.56,146.88,1673.28,0.0,8.0,0.0,0.0,0.0,150.0,3696.0,654.0,32.0,0.0,0.0,0.0,0.0,6.0,20486.0,1136.0,14.0,8.0,8.0,888.0,260.0,1710.0,466.0,42.0,0.0,10.0,0.0,984.0,130.0,0.0,0.0,0.0,0.0,1754.0,44.0,60.0,0.0,0.0,30.0,158.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,30.0,6.0,2.0,6.0,2220.0,258.0,0.0,6.0,0.0,0.0,0.0,94.02,34.0,3088.0,1216.0,24.0,10.0,20.0,32.0,50.0,92.0,0.0,0.0,0.0,0.0
pos,902970,410.0,66.0,0.0,0.0,0.0,0.0,0.0,273922.0,3706744.0,912452.0,71828.0,710.0,0.0,0.0,21418054.0,1402.0,0.0,0.0,3205998.0,4317434.0,39629594.0,38484772.0,7159644.0,3107616.0,0.0,0.0,0.0,0.0,560.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1370220.0,3595436.0,0.0,22982.0,12194.0,11092.0,22486.0,266926.0,4629966.0,10.0,0.0,0.0,0.0,718258.0,1656598.0,1503294.0,538068.0,202534.0,134498.0,152200.0,60206.0,0.0,0.0,50003794.0,13484.0,24708.0,11732.0,4.0,21418054.0,581240.0,2597700.0,4537884.0,150320.0,141600.0,170200.0,55200.0,902970.18,50003794.0,50003794.0,5135764.0,35550,188.0,86706.0,316000.0,4965656.0,1209600.0,226656.0,0.0,22.0,0.0,42500113.92,0.0,5924792.64,260.0,1550.0,0.0,9506.0,1958392.0,2551248.0,355844.0,67368.0,20302.0,2950.0,46.0,0.0,62.0,128.0,50003794.0,4348.0,724.0,342932.0,259340.0,923344.0,3434870.0,98.0,0.0,0.0,0.0,184.0,2.0,4387356.0,2889018.0,0.0,2.0,0.0,0.0,4396584.0,11144.0,5064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347622.0,52490.0,13278.0,24594246.0,4060602.0,297570.0,44842.0,30740.0,14098.0,15484472.0,1804.0,0.0,0.0,19981530.0,1752.86,2300.0,620988.0,378462.0,166098.0,108098.0,286970.0,593140.0,1698196.0,1086560.0,27144.0,0.0,0.0,0.0
neg,796,144.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,38748.0,39766.0,9006.0,0.0,0.0,0.0,33586.0,0.0,0.0,0.0,1434.0,2532.0,65638.0,33440.0,110866.0,24536.0,0.0,0.0,0.0,0.0,6.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36176.0,51344.0,0.0,2228.0,1028.0,1350.0,2322.0,51306.0,29286.0,0.0,0.0,0.0,0.0,42528.0,21798.0,7946.0,5014.0,3608.0,1666.0,1044.0,1544.0,1422.0,950.0,178014.0,12.0,34.0,54.0,0.0,33586.0,1802.0,78168.0,32024.0,,,,109940.0,795.35,178014.0,178014.0,175272.0,398,0.0,16970.0,177120.0,87520.0,1209600.0,4050.0,2.0,6.0,0.0,52301.76,41.28,34013.76,60.0,178.0,0.0,0.0,6828.0,52180.0,24926.0,2882.0,486.0,190.0,28.0,0.0,0.0,78.0,178014.0,1202.0,70.0,7194.0,9916.0,14190.0,52948.0,2000.0,0.0,0.0,0.0,262.0,358.0,53314.0,11100.0,0.0,138.0,0.0,0.0,53978.0,202.0,86.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1612.0,86.0,20.0,157894.0,21160.0,2980.0,464.0,172600.0,17956.0,172352.0,708.0,0.0,0.0,0.0,145.24,164.0,36068.0,21108.0,7848.0,3044.0,3878.0,4026.0,1698.0,9680.0,170.0,0.0,0.0,0.0
neg,40372,1426.0,1322.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.0,919828.0,1692492.0,215880.0,12148.0,0.0,1265180.0,0.0,0.0,0.0,0.0,0.0,2629020.0,2286618.0,501194.0,269374.0,0.0,0.0,0.0,0.0,1232.0,494.0,0.0,0.0,0.0,0.0,0.0,63806.0,1140108.0,1611646.0,25830.0,0.0,1850.0,662.0,1896.0,375920.0,1968126.0,492668.0,268.0,0.0,0.0,0.0,1137434.0,500242.0,241538.0,185610.0,158304.0,174952.0,391092.0,52218.0,0.0,0.0,3130998.0,0.0,370.0,722.0,112.0,1265180.0,38254.0,304110.0,196142.0,165840.0,206060.0,,123300.0,40372.95,3130998.0,3130998.0,3137368.0,15048,74536.0,66984.0,704460.0,2841390.0,1209600.0,114962.0,0.0,116.0,0.0,2361008.64,0.0,477333.12,0.0,0.0,0.0,0.0,0.0,89560.0,1095486.0,1356946.0,258144.0,35616.0,5176.0,462.0,30.0,42.0,3130998.0,4436.0,612.0,2220.0,183648.0,138308.0,1665936.0,835678.0,10552.0,0.0,0.0,2560.0,1086.0,2241520.0,90922.0,0.0,57842.0,0.0,46.0,2401294.0,3086.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20188.0,51206.0,7800.0,0.0,0.0,90054.0,18992.0,211440.0,68872.0,0.0,0.0,0.0,0.0,1330510.0,1217.04,1346.0,501118.0,586096.0,390190.0,188242.0,316654.0,266008.0,154232.0,113228.0,298738.0,26884.0,0.0,0.0
neg,31956,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3232.0,1110010.0,1068120.0,58982.0,0.0,0.0,1074042.0,0.0,0.0,0.0,0.0,0.0,1970306.0,1731712.0,623540.0,186088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509758.0,941984.0,788602.0,0.0,5642.0,5656.0,9840.0,17092.0,548630.0,1652604.0,846.0,32.0,0.0,2.0,998824.0,418578.0,190954.0,122728.0,92350.0,102852.0,213490.0,100568.0,0.0,0.0,2594350.0,30.0,354.0,64.0,44.0,1074042.0,30616.0,373004.0,245160.0,237300.0,329640.0,1310700.0,50640.0,31956.77,2594350.0,2594350.0,2563900.0,12176,206460.0,13812.0,169160.0,2240344.0,1209600.0,0.0,,,,1837802.88,0.0,397504.32,,,0.0,0.0,0.0,492694.0,1272808.0,441390.0,27658.0,5126.0,668.0,0.0,,0.0,2594350.0,4632.0,368.0,94102.0,219212.0,143398.0,1655874.0,121098.0,1656.0,4.0,0.0,,,,,,,,,,1524.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16872.0,22924.0,6974.0,0.0,0.0,89780.0,14810.0,2376120.0,289614.0,0.0,0.0,0.0,0.0,1956770.0,,,416954.0,351530.0,189114.0,112596.0,406796.0,610862.0,130802.0,19030.0,2660.0,0.0,0.0,0.0
neg,41384,226.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,257938.0,1851680.0,778286.0,71330.0,3860.0,1438712.0,0.0,84.0,0.0,0.0,0.0,2733196.0,2472598.0,564912.0,200982.0,0.0,0.0,0.0,0.0,950.0,114.0,0.0,0.0,0.0,0.0,0.0,58558.0,983632.0,1538256.0,382968.0,0.0,2752.0,1886.0,5870.0,361268.0,2171686.0,419948.0,4.0,0.0,0.0,0.0,1136942.0,640488.0,246608.0,190774.0,169896.0,160514.0,187730.0,230362.0,100.0,0.0,3298720.0,256.0,96.0,434.0,6.0,1438712.0,33396.0,379272.0,181704.0,159580.0,203480.0,,195260.0,41383.74,3298720.0,3298720.0,3300452.0,18819,834.0,84202.0,872300.0,2963414.0,1209600.0,82738.0,0.0,82.0,0.0,2548489.92,0.0,411286.08,0.0,0.0,0.0,0.0,0.0,2312.0,567088.0,1675024.0,674438.0,37744.0,6512.0,296.0,54.0,58.0,3298720.0,4652.0,606.0,45058.0,250604.0,151806.0,2088158.0,415878.0,6576.0,76.0,0.0,266.0,608.0,2494778.0,107852.0,42.0,44508.0,0.0,0.0,2577090.0,2010.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18258.0,36916.0,6554.0,0.0,0.0,90324.0,11706.0,155620.0,22396.0,0.0,0.0,0.0,0.0,4095390.0,1405.3,1308.0,439538.0,602502.0,447728.0,231852.0,517102.0,400936.0,174334.0,69358.0,77668.0,2396.0,0.0,0.0
neg,2220,58.0,52.0,0.0,0.0,0.0,0.0,0.0,55238.0,95720.0,72296.0,9350.0,0.0,0.0,0.0,69766.0,0.0,0.0,0.0,25148.0,33958.0,178932.0,169446.0,73308.0,16858.0,0.0,0.0,0.0,0.0,74.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121016.0,111588.0,0.0,1854.0,516.0,572.0,810.0,3064.0,225748.0,40.0,0.0,0.0,0.0,126252.0,58020.0,41834.0,4750.0,712.0,250.0,182.0,468.0,112.0,24.0,277618.0,50.0,16.0,62.0,0.0,69766.0,2300.0,31352.0,41562.0,,,,71820.0,2219.12,277618.0,277618.0,273522.0,747,0.0,26566.0,275920.0,232604.0,1209600.0,5170.0,0.0,44.0,0.0,123436.8,1398.72,106308.48,4.0,108.0,0.0,48232.0,82210.0,81488.0,18300.0,2076.0,248.0,50.0,0.0,0.0,6.0,14.0,277618.0,1592.0,118.0,14768.0,54566.0,97430.0,63748.0,382.0,0.0,0.0,0.0,90.0,532.0,129496.0,39044.0,0.0,0.0,0.0,0.0,129504.0,638.0,506.0,0.0,0.0,0.0,1828.0,0.0,0.0,0.0,0.0,2224.0,80.0,10.0,0.0,0.0,2954.0,412.0,880.0,88.0,0.0,0.0,0.0,0.0,1219130.0,306.88,346.0,111628.0,28922.0,8372.0,2962.0,5862.0,15926.0,17768.0,41164.0,0.0,0.0,0.0,0.0
neg,12,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,540.0,3226.0,1824.0,0.0,0.0,0.0,1408.0,0.0,0.0,0.0,0.0,0.0,12078.0,10864.0,2902.0,432.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5590.0,0.0,46.0,16.0,2.0,438.0,576.0,984.0,3528.0,0.0,0.0,0.0,4554.0,90.0,48.0,230.0,62.0,460.0,108.0,32.0,4.0,2.0,14994.0,0.0,4.0,0.0,0.0,1408.0,80.0,1944.0,892.0,,,,2820.0,11.16,14994.0,14994.0,16764.0,22,56.0,1464.0,14880.0,5610.0,1209600.0,0.0,,,,1573.44,102.72,2931.84,0.0,12.0,0.0,0.0,0.0,1148.0,3166.0,948.0,310.0,18.0,0.0,0.0,,10.0,14994.0,1030.0,8.0,8.0,1148.0,358.0,1478.0,1180.0,380.0,0.0,0.0,,,,,,,,,,30.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,1368.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.24,22.0,4106.0,1214.0,68.0,30.0,68.0,36.0,68.0,0.0,0.0,0.0,0.0,0.0
neg,6444,316.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,51358.0,241298.0,99794.0,1346.0,0.0,194406.0,0.0,0.0,0.0,0.0,0.0,354804.0,315136.0,62418.0,29968.0,0.0,0.0,0.0,0.0,402.0,100.0,0.0,0.0,0.0,0.0,0.0,6752.0,236510.0,133100.0,17660.0,0.0,526.0,452.0,332.0,10986.0,228404.0,153062.0,260.0,0.0,0.0,0.0,154942.0,99894.0,43726.0,28986.0,20222.0,16254.0,16128.0,13870.0,0.0,0.0,417342.0,4.0,4.0,70.0,0.0,194406.0,5748.0,31226.0,30938.0,,,,61380.0,6443.9,417342.0,417342.0,421958.0,2207,0.0,41028.0,416120.0,394022.0,1209600.0,10090.0,0.0,12.0,0.0,354133.44,0.0,39532.8,0.0,0.0,0.0,0.0,0.0,1782.0,130486.0,187120.0,71776.0,2292.0,516.0,50.0,0.0,4.0,417342.0,684.0,120.0,9256.0,24454.0,19042.0,266746.0,71650.0,2058.0,12.0,0.0,444.0,342.0,310734.0,4118.0,48.0,2.0,0.0,0.0,357798.0,476.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2816.0,3936.0,814.0,0.0,0.0,13742.0,1932.0,161000.0,16760.0,0.0,0.0,0.0,0.0,0.0,250.94,232.0,42528.0,57854.0,51650.0,27144.0,59910.0,60404.0,50622.0,30698.0,13100.0,112.0,0.0,0.0
neg,37760,2130706434.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.0,151466.0,1710744.0,945202.0,50828.0,22.0,1255086.0,0.0,0.0,0.0,0.0,0.0,2297010.0,1756570.0,702508.0,472372.0,0.0,0.0,170.0,0.0,918.0,260.0,0.0,0.0,0.0,0.0,0.0,50730.0,1282690.0,1297282.0,228858.0,0.0,5708.0,1848.0,3650.0,4758.0,345472.0,2497860.0,264.0,0.0,0.0,0.0,1022624.0,665280.0,297222.0,262158.0,205842.0,145290.0,162348.0,98796.0,0.0,0.0,3000124.0,54.0,80.0,252.0,26.0,1255086.0,52756.0,297344.0,401384.0,212060.0,261320.0,,222720.0,37759.57,3000124.0,3000124.0,2985034.0,16967,12362.0,52540.0,574200.0,2859560.0,1209600.0,87550.0,2.0,94.0,0.0,2352105.6,0.0,502300.8,4.0,512.0,0.0,0.0,0.0,3296.0,878430.0,1485478.0,467160.0,21918.0,3244.0,34.0,82.0,92.0,3000124.0,7650.0,626.0,94326.0,297704.0,153542.0,1899212.0,392720.0,13564.0,216.0,0.0,392.0,620.0,2266258.0,12310.0,0.0,13090.0,0.0,14.0,2393522.0,2048.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38512.0,36880.0,14170.0,0.0,0.0,81854.0,12992.0,9716120.0,1041218.0,0.0,0.0,0.0,0.0,0.0,1334.88,1382.0,528580.0,621996.0,438956.0,200124.0,339316.0,283184.0,208236.0,116980.0,120902.0,1286.0,0.0,0.0
neg,208086,,,,,0.0,0.0,0.0,0.0,27312.0,1611900.0,6910036.0,3239036.0,34292.0,0.0,4981228.0,12996.0,0.0,,0.0,0.0,10490422.0,9584754.0,3432854.0,853006.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,96072.0,4213116.0,5498678.0,2014710.0,0.0,6022.0,8018.0,8552.0,18394.0,2130732.0,9639338.0,11518.0,2.0,0.0,0.0,4682120.0,2402364.0,1245858.0,961610.0,876360.0,860510.0,702374.0,91082.0,298.0,0.0,13923044.0,,,,,4981228.0,144566.0,2534510.0,892712.0,204500.0,402020.0,240820.0,229080.0,208085.4,13923044.0,13923044.0,,68780,,,605820.0,,1209600.0,,,,,10976957.76,0.0,842491.2,,,0.0,0.0,448.0,828480.0,5682524.0,4796400.0,472726.0,33128.0,8754.0,116.0,,,13923044.0,6802.0,1282.0,669126.0,419422.0,1465218.0,8924692.0,332566.0,3468.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,61464.0,,,,,,,,,,,,,,,,884424.0,1530134.0,1178050.0,736632.0,2456680.0,2107056.0,1564200.0,664682.0,690982.0,9736.0,,
neg,27596,2130706432.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,3506.0,1581040.0,1497722.0,266158.0,18.0,4.0,1388222.0,0.0,254.0,0.0,0.0,0.0,3321608.0,3074556.0,340708.0,215492.0,0.0,0.0,0.0,0.0,1234.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,3252660.0,61070.0,34714.0,0.0,1560.0,496.0,648.0,800.0,18564.0,3322816.0,3560.0,0.0,0.0,0.0,1759446.0,663374.0,296512.0,210974.0,152906.0,108634.0,144502.0,12096.0,0.0,0.0,3662790.0,0.0,46.0,602.0,36.0,1388222.0,42440.0,151070.0,189032.0,98900.0,97260.0,138080.0,1740.0,27595.86,3662790.0,3662790.0,3690402.0,11313,69912.0,1090.0,28260.0,3348460.0,1209600.0,154374.0,2.0,154.0,0.0,2410744.32,20783.04,911557.44,0.0,278.0,0.0,0.0,0.0,55804.0,446708.0,1675302.0,1077378.0,84350.0,8182.0,720.0,386.0,576.0,3662790.0,4218.0,632.0,229988.0,817620.0,392530.0,1547536.0,352280.0,3640.0,0.0,0.0,1540.0,580.0,1723988.0,61884.0,0.0,2342.0,0.0,176.0,2485378.0,4844.0,526.0,0.0,0.0,850.0,21416.0,0.0,0.0,0.0,0.0,17184.0,4168.0,1024.0,0.0,0.0,146034.0,31094.0,14663960.0,1738126.0,0.0,0.0,0.0,0.0,0.0,1000.22,1326.0,989926.0,1262880.0,323482.0,143522.0,239728.0,154932.0,96432.0,55420.0,80092.0,2030.0,0.0,0.0
neg,20,34.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3434.0,2398.0,0.0,0.0,0.0,2058.0,0.0,74.0,0.0,0.0,0.0,9016.0,7178.0,10160.0,244.0,0.0,0.0,0.0,0.0,46.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5836.0,0.0,1302.0,8.0,14.0,12.0,56.0,3518.0,926.0,0.0,0.0,0.0,4000.0,516.0,386.0,92.0,574.0,122.0,132.0,12.0,2.0,0.0,19208.0,2.0,0.0,0.0,0.0,2058.0,172.0,8836.0,1306.0,,,,10000.0,20.13,19208.0,19208.0,22360.0,29,380.0,1830.0,18940.0,5880.0,1209600.0,340.0,0.0,0.0,0.0,2488.32,112.32,2196.48,0.0,12.0,0.0,0.0,0.0,2246.0,3450.0,124.0,16.0,0.0,0.0,0.0,2.0,6.0,19208.0,1270.0,8.0,14.0,14.0,172.0,1096.0,2368.0,862.0,32.0,0.0,66.0,24.0,1618.0,46.0,0.0,2.0,0.0,0.0,2614.0,36.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,2676.0,508.0,160.0,34.0,3460.0,676.0,0.0,36.0,0.0,0.0,0.0,79.12,38.0,3580.0,1804.0,208.0,24.0,50.0,42.0,52.0,76.0,0.0,0.0,0.0,0.0
neg,38294,86.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,52650.0,1734216.0,677972.0,13100.0,0.0,1010560.0,0.0,0.0,0.0,0.0,0.0,2199462.0,1902254.0,348014.0,255130.0,0.0,0.0,0.0,0.0,256.0,76.0,0.0,0.0,0.0,0.0,0.0,72936.0,1551274.0,734194.0,119722.0,0.0,2896.0,1028.0,1382.0,57536.0,2052524.0,362742.0,18.0,0.0,0.0,0.0,895632.0,461422.0,285966.0,308374.0,259188.0,239410.0,28134.0,0.0,0.0,0.0,2548036.0,0.0,10.0,1348.0,4.0,1010560.0,29360.0,181880.0,165384.0,157080.0,171320.0,,14840.0,38293.19,2548036.0,2548036.0,2562306.0,15625,255334.0,10044.0,123500.0,2478126.0,1209600.0,90394.0,2.0,80.0,0.0,2142381.12,0.0,332719.68,0.0,0.0,0.0,0.0,0.0,3820.0,388834.0,1258914.0,767820.0,49240.0,8048.0,1450.0,42.0,46.0,2548036.0,5212.0,456.0,96442.0,213932.0,82190.0,1497858.0,566596.0,15328.0,112.0,0.0,168.0,256.0,541270.0,243142.0,0.0,396.0,0.0,36.0,2158224.0,1198.0,1156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16680.0,28322.0,5084.0,0.0,0.0,66582.0,14516.0,2487700.0,1356672.0,0.0,0.0,0.0,0.0,37293240.0,1030.54,1052.0,353240.0,470388.0,345166.0,156340.0,263366.0,194116.0,180740.0,184740.0,305322.0,24708.0,0.0,0.0
